proposal_id,proposal_types,result,reduction_amount,freeze_amount,reason,description,frozen_status,frozen_history,frozen_report,budget_image_url,historical_proposals,historical_parent_proposal,merged_proposals,merged_parent_proposal,year,government_name,government_category,meetings,proposers,co_signers,budget_id,budget_project_name,budget_project_description,budget_major_category,budget_medium_category,budget_minor_category,budget_amount,last_synced_at
15775,主決議,通過,,,"115年度經濟部預算於「地方特色產業高值技術創新加值推動」編列3億5,845萬3千元。經查該計畫雖旨在促進地方特色產業升級，然預算執行與資源分配仍有過度集中於特定法人與都會邊緣產業之虞，對於資源較為匱乏之偏鄉、原民部落特色產業（如：傳統釀造、編織、部落農產加工）之技術加值與專利布局投入比例不明。為落實產業均衡發展，經濟部應檢討現行「關鍵核心技術」是否符合基層地方產業之實務需求，並研議強化對部落特色產業之數位轉型與品牌化輔導，提交「地方特色產業資源分配均衡性與原鄉轉型輔導成效」報告。爰建請經濟部於2個月內向立法院經濟委員會提出書面報告。【152】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|邱議瑩|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
15776,主決議,通過,,,經濟部應強化相關技術之「基層擴散機制」與「溝通平台」。鑑於目前淨零研發多聚焦於石化、電子等大型產業，對於中小型傳統產業及原鄉/偏鄉之零碳能源需求（如：小規模氫能應用、生質能轉化技術）投入相對有限，且技術推廣過程缺乏與在地社區之溝通，易產生資訊不對等。建議增加「社會影響評估」及「在地應用推廣」之權重，並會同環境部建立能資源技術於偏鄉落地之實證場域之方案。爰建請經濟部於2個月內向立法院經濟委員會提出書面報告。【153】,,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|邱議瑩|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
15777,主決議,通過,,,114年丹娜絲颱風侵襲台南地區，造成電力設施嚴重受損，部分地區停電時間長達12日，對民生及產業運作造成重大影響。台灣電力股份有限公司動員逾3萬人次工程人員日夜投入搶修，方得逐步恢復供電，基層人員承受高度工作風險與長時間勞動壓力。然現行災害搶修機制及相關勞動保障措施，對於第一線工程人員之安全防護與權益保障，仍有檢討精進空間。尤其在高風險作業環境下，危險津貼及輪班制度是否足以反映實際工作負荷與風險程度，實有重新檢視之必要。爰此，建請經濟部督導台灣電力股份有限公司，全面檢討災害搶修作業機制，並研議調整危險津貼標準及優化輪班制度，以強化第一線工程人員之職業安全保障，確保其於執行任務時之生命安全與勞動權益。【154】,,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|賴惠員|邱志偉,,,,,,,,2026-08-22T13:30:11.160Z
15778,主決議,通過,,,"115年度經濟部單位預算於「派員出國計畫」編列3,012萬8千元，較114年度預算2,630萬4千元增加382萬4千元，增幅達14.54%。查近年來，經濟部出國預算之執行情形長期欠佳，依據決算資料顯示，113年度「派員出國計畫」決算數僅1,251萬3千元，預算執行率低至47.44%，不及五成。其中占比最大之「開會、談判」類預算，執行率更僅有32.20%，顯示該部對於出國計畫之需求評估與預算籌編未盡周延詳實，存有寬列預算之嫌，且未依實際執行量能進行核實編列，導致預算資源未能有效運用。此外，檢視115年度預算書內容，該部預計派員出國人數高達131人，其中「談判」類經費高達2,167萬6千元，占總經費之72%。惟計畫說明內容過於空泛，僅概括敘述「推動參與CPTPP談判」、「推動新南向政策洽商」及「參與WTO多邊談判」等3項，對於預計前往之國家、具體談判議題、預期達成之效益及行程之必要性與急迫性等關鍵資訊均未具體說明，難以供立法院審議評估其合理性。依「行政院及所屬各級機關因公派員出國案件編審要點」規定，出國計畫應力求精簡並核實編列。面對執行率長期偏低且計畫內容不明之情況，經濟部應嚴格檢討出國預算之編列標準，並落實撙節原則，避免浮編預算造成浪費。請經濟部於1個月內向立法院經濟委員會提出書面報告。【3】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,邱志偉,邱議瑩|賴瑞隆,,,,,,,,2026-08-22T13:30:11.160Z
15779,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」編列302億4,856萬7千元，係屬辦理淨零排放、晶片驅動臺灣產業創新方案及五大信賴產業政策，並依各領域產業之技術發展需要，按智慧科技、製造精進、永續科技、民生福祉及服務創新等領域，投入產業技術相關應用研發。據查，113年度法人科專研發成果收入比及促成投資效益均為近5年最低，且115年度預計受政府補捐助之工業技術研究院等7個法人研究機構，研發成果收入比低於整體法人平均值，允待持續強化科專計畫研發成果擴散運用效益。爰此，鑑於經濟部科技專案投入鉅額公帑，研發效益卻逐年下滑且部分法人績效未達標，為維護政府資源有效運用，請經濟部於2週內向立法院經濟委員會提出書面報告。【6】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,呂玉玲|楊瓊瓔|鄭天財Sra Kacaw,,,,,,,,,2026-08-22T13:30:11.160Z
15780,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」編列302億4,856萬7千元。面對極端氣候威脅，除持續強化基礎建設韌性外，亦應積極導入新科技與新能源應用，以提升災時應變能力。以丹娜絲風災期間為例，由台南市政府設置之「光儲氫發電系統」，提供民眾免費應急充電服務，該系統以太陽能與氫能為主要電力來源，白天透過太陽能板發電並儲存於儲能設備中，夜間或天候不佳時，則由醇氫發電機接續供電，確保電力穩定不中斷。鑑於上述經驗顯示新型能源系統於災時之高度實用性，爰此，建請經濟部研擬以儲能設備為核心之分散式能源布建策略，優先於避難場所、醫療據點及重要公共設施導入智慧儲能系統，確保災時基本電力需求得以自給自足，避免形成停電孤島。並請經濟部於整體韌性強化計畫中，納入新科技與新能源之應用，積極推動移動式電源設備之建置與調度機制，以全面提升我國災後供電韌性與緊急應變能力。請經濟部於1個月內向立法院經濟委員會提出書面報告。【12】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|賴惠員|邱志偉,,,,,,,,2026-08-22T13:30:11.160Z
15781,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「政策研究與推動計畫」編列「委辦費」與「獎補助費」共計新台幣8億7,008萬9千元，及其他法人科技專案計畫項下獎補助編列43億1,853萬8千元，鑑於經濟部尚有諸多法定應執行事項，為避免預算編列過於浮濫，允宜檢討現行預算配置方式，加強自身業務執行力且長期由特定廠商壟斷政府資源，加強督導法人研發成果的推廣應用，以帶動區域發展，擴大研發成果的經濟效益。【16】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鄭正鈐,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
15782,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「政策研究與推動計畫」編列8億7,008萬9千元。我國製造業研究發展經費分布中，112年度以電子零組件業投入5,184.8億元最多（占60.6%），電腦電子及光學製品業投入1,827.1億元（占21.4%）居次，兩者合計占整體製造業研發經費比率高達82%。此係因我國半導體產業聚落完整且具全球競爭優勢，帶動相關企業積極拓展創新技術領域，促進整體產業研發動能成長。惟國內傳統製造業約有8.6萬家，占整體製造業比重逾九成，主要分布於金屬製品（2.4萬家）、機械設備（1.4萬家）、塑膠製品（0.78萬家）、食品及飼品（0.75萬家）等業別。然112年度僅機械設備業投入研發經費達243.2億元，占該年度整體研發經費之2.8%，其餘金屬製品、塑膠製品、食品等業別研發投入占比均未達1%。爰此，經濟部應積極引導傳統產業及中小企業投入技術研發與設備升級，推動智慧製造、綠色轉型及數位創新應用，以調整產業體質、蓄積轉型能量，並縮小新興與傳統產業間之研發落差，提升我國整體製造業競爭力。請經濟部於1個月內向立法院經濟委員會提出書面報告。【17】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,蔡易餘,邱議瑩|邱志偉,,,,,,,,2026-08-22T13:30:11.160Z
15783,主決議,通過,,,我國為塑膠加工大國，然塑膠原物料高度仰賴進口石化能源提煉。現行「全社會防衛韌性」計畫中，針對能源與糧食已有初步盤點，唯對於工業基礎骨幹之「塑膠原物料」缺乏緊急狀態下的分配機制。一旦國際物流受阻或面臨外部軍事威脅，國內恐因缺乏原物料分配之優先順序，導致關鍵物資（如醫療用品包材、食品密封包裝、軍事後勤零件）生產中斷，嚴重威脅社會運作。目前推動循環經濟面臨嚴重瓶頸，因原生塑料受惠於石化產業規模經濟，價格長期低廉；反觀再生料受限於回收、清洗、再造粒等高昂成本，導致市場價格高於原生料（價格倒掛）。在缺乏市場誘因下，產業多僅止於口頭支持，實際採購比例低下。經濟部應具體研議「政策性補貼」或「綠色金融獎勵機制」，縮減兩者價差，使再生料具備市場競爭力，進而降低對外部石化原料的絕對依賴。產業包材種類繁雜，經濟部身為產業主管機關，應主動與環境部對接。目前政府雖要求減量，卻未定義「必要性」。例如：醫療級無菌包材與一般零售裝飾包材，在戰略資源有限時，應有不同的供應順位。經濟部應針對各產業（半導體、生物醫藥、民生消費等）所使用之包材進行「必要性、急迫性、替代性」之三維盤點，並建立「優先供料名單」，以因應極端情境。經濟部應於1個月內，針對上述訴求完成下列具體方案之研議，並提出書面報告：1、補貼試算與誘因機制：評估針對使用再生料之廠商提供租稅抵減或直接採購補貼之可行性。2、緊急分配標準作業程序（SOP）：制定在緊急狀態下，塑膠原物料分配給關鍵基礎設施及國防民生需求之優先次序。3、跨部會塑料製品盤點進度：提交與環境部共同盤點之初步成果，明列哪些屬於「不可替代之必要塑料」。請經濟部於1個月內向立法院經濟委員會提出書面報告。【18】,,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|邱志偉,,,,,,,,2026-08-22T13:30:11.160Z
15784,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「政策研究與推動計畫」中「業務費」之「委辦費」編列4億8,952萬5千元。針對115年度經濟部產業技術司編列「前瞻晶片與系統加速生醫新農產業創新」6億6,800萬4千元及「智慧農業躍升普及」3,420萬6千元。惟相關科技專案雖投入高階晶片於農業轉型，然目前研發重點多偏重於高硬體技術開發，對於基層農民之操作簡便性、設備可負擔性（平價化）以及偏鄉農民之資訊落差重視不足。為確保科研成果確實輔導農業轉型而非僅停留在實驗室階段，經濟部應會同農業部及原住民族委員會，針對「國產農業晶片設備之平價化推廣」及「原鄉/偏鄉農作場域之技術導入成效」提出精進計畫與具體落實指標。請經濟部於2個月內向立法院經濟委員會提出書面報告。【20】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|邱議瑩|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
15785,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「其他法人科技專案計畫」編列43億1,853萬8千元。經查，該計畫較114年度增列1億5,305萬7千元，新增或擴充內容包括次世代氫能關鍵技術暨應用驗證開發、無人機虛實整合及多元應用關鍵技術等。惟115年度無人機、無人載具、氫能、淨零與材料循環等項目，亦散見於工業技術研究院科技專案、業學界科技專案、研發測試場域及基金撥補等不同科目。法人科技專案應定位於前瞻共通技術，而非各部會政策口號之預算容器。若未建立跨科目總表，揭露技術成熟度、民間投資配比、驗證場域使用率、技轉收入及失敗退場機制，將造成多頭補助、成果難追蹤與責任不清。請經濟部於2週內向立法院經濟委員會提出書面報告。【23】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,洪毓祥,鄭正鈐|鄭天財Sra Kacaw,,,,,,,,2026-08-22T13:30:11.160Z
15786,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「業學界科技專案計畫」中「獎補助費」之「補助研究性質政府機關5,007萬1千元」、「補助公立學校5億3,647萬6千元」、「捐助企業102億5,534萬元」、「捐助行政法人、財團法人及醫療機構2,145萬9千元」、「捐助私立學校1億0,729萬6千元」等相關計畫案，共計新台幣109億7,064萬2千元。鑑於經濟部尚有諸多法定應執行事項，允宜檢討現行預算配置方式，加強自身業務執行力，請經濟部依縣市別、受補助廠商、金額與執行成效等，向立法院經濟委員會提出書面報告。【42】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鄭正鈐,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
15787,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「業學界科技專案計畫」編列109億7,064萬2千元。經濟部科技專案「加速矽光子技術自主及促進產業鏈成型計畫」計畫期程為115至117年度，總經費5.76億元，其中115年度預算編列1.92億元。計畫內容主要在建立矽光子共同封裝與整合晶片測試驗證平台，依據國內大廠規格盤點產業鏈缺口，串聯晶片設計、電子設計自動化（Electronic Design Automation, EDA）及封測產業，推動跨域整合與技術升級，促進平台共享及產學研合作，加速矽光子技術商品化。矽光子技術為我國未來10年半導體及高速運算產業發展之核心關鍵，惟目前大專院校在相關人才培育方面尚未具體規劃，國內矽光子研究能量多集中於工業技術研究院階段，學界接軌不足，恐影響長期技術延續與人才供給。爰此，經濟部應會同教育部、國家科學及技術委員會及工業技術研究院，研擬矽光子技術人才培育及學研接軌方案，推動產學連結課程、研究中心設立與實作平台共享機制，加速人才培育與技術落地，厚植我國在矽光子產業之全球競爭優勢。請經濟部於1個月內向立法院經濟委員會提出書面報告。【43】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,蔡易餘,邱議瑩|邱志偉,,,,,,,,2026-08-22T13:30:11.160Z
15788,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「業學界科技專案計畫」編列109億7,064萬2千元。經查，該計畫較114年度增列38億5,859萬8千元，主要用於A+企業創新研發淬鍊、國際領先突破IC設計、無人機前瞻性關鍵模組及數位科技領航企業研發深耕等補助。惟此類補助多涉及既有優勢產業與國際大型企業，補助國際大廠來台設研發中心與國內廠商競爭，國內廠商多有抱怨，若未揭露受補助企業自籌比例、國內供應鏈擴散及中小企業參與比率，難以避免公帑補貼私人研發成本之疑慮。政府補助企業研發應以外部效益明確、民間資金不足且可驗證落地者為限，並應建立補助上限、績效回收及未達標追回機制。現行預算增幅過大，仍欠缺足夠說明。請經濟部於2週內向立法院經濟委員會提出書面報告。【45】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,洪毓祥,鄭正鈐|鄭天財Sra Kacaw,,,,,,,,2026-08-22T13:30:11.160Z
15789,主決議,通過,,,"115年度經濟部預算於第1目「科技專案」項下「業學界科技專案計畫」編列109億7,064萬2千元。苗栗縣為農業及地方特色製造業大縣，面臨缺工與技術老化危機，極需高值化技術導入。查經濟部為推動「地方特色產業高值技術創新加值推動」編列3億5,845萬3千元，經濟部產業技術司針對上揭計畫，如何與地方縣市政府建立對接窗口，提出專案技術移轉與示範場域建置計畫。請經濟部於3個月內向立法院經濟委員會提出書面報告。【46】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,陳超明|鄭天財Sra Kacaw,呂玉玲,,,,,,,,2026-08-22T13:30:11.160Z
15790,主決議,通過,,,"115年度經濟部預算於第2目「延攬外國專業人才」編列1,700萬元，係為建置國際人才媒合平臺，協助國內企業延攬外國專業人才，以提升產業競爭力並強化海外布局。依預算內容，本計畫主要辦理「外國專業人才延攬暨網站布建計畫」，包括盤點企業攬才需求，與美國、日本、歐洲及東協等地區建立攬才合作管道，以及維運Contact Taiwan網站等措施。本計畫預期協助國內企業延攬外國專業人才為900人，藉以提升我國產業與企業之國際競爭力。然依經濟部對產業專業人才需求之統計，115年度新增需求介於5,900至11,060人之間，顯示我國在重點產業領域仍存在相當程度之人才缺口，現行計畫目標與整體需求間尚有落差，相關攬才機制及規模仍有強化空間。另就區域布局而言，政府持續推動新南向政策，東協地區已成為我國產業發展與人才交流之重要對象，惟目前經濟部於東協地區之攬才合作及人才交流機制仍有擴展必要，應更積極深化與當地高等教育機構、科研單位及產業組織之連結，以擴大國際人才來源。綜上，請經濟部建立多元管道，強化國際人才媒合就業機會，以利補足人才缺口和提升國家整體發展。基於國會監督目的，請經濟部就「擴大國際攬才策略」、「強化東協人才合作布局」及「提升媒合成效與追蹤機制」向立法院經濟委員會提出具體書面報告。【47】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,賴瑞隆,蔡易餘|陳亭妃,,,,,,,,2026-08-22T13:30:11.160Z
15791,主決議,通過,,,為搶到國際頂尖人才，行政院推動「國家人才競爭力躍升方案」，目標117年延攬外國專業人才達12萬人，但根據勞動部統計，截至115年3月，外國專業人員有效聘僱許可才5.5萬人次，距離2年後要延攬12萬人之目標，差距甚遠。請經濟部向立法院經濟委員會提出改善書面報告。【48】,,,,,,,,,,115,經濟部,經濟部,2026/6/18,鄭正鈐|謝衣鳯|鄭天財Sra Kacaw,,,,,,,,,2026-08-22T13:30:11.160Z
15792,主決議,通過,,,"115年度經濟部預算於第3目「數位應用與資安韌性」編列1億0,828萬8千元。項下「推動數位應用計畫」編列預算9,200萬1千元，其中新增辦理「經濟治理致能轉型計畫」6,071萬9千元，預計5年投入5億元推動經濟領域智慧客服及AI基礎建設。查近年來，經濟部雖積極配合行政院推動智慧政府計畫，前期已投入約2.65億元執行「經濟資料決策分析與智慧輔助計畫」，惟審計部113年度總決算審核報告指出，其建置之系統成效不彰，存在多項缺失。例如耗資建置之「補助計畫管理共通平台」，截至113年底僅收納57項補助計畫，相較於全體258項計畫，涵蓋率極低，資料完整性嚴重不足，無法發揮協助審查與勾稽之功能，亦難以達成資源共享之目標。此外，多項運用大數據分析建立之決策支援模型，如「台灣自來水股份有限公司總售水量預測資料分析模型」，因預測誤差率過高，台水公司至今仍以人工預測為主，模型形同虛設；另有「電子商務發展趨勢模型」、「太陽能短期發電效能模型」等多項模型，於建置後即因資料來源受限或準確度不足而停止使用或從未使用，造成軟硬體投資之浪費。此次新增之「經濟治理致能轉型計畫」，其績效指標多屬「完成服務項目數」、「服務使用次數」等產出型指標，缺乏如「使用者滿意度」、「行政效率提升率」、「決策準確度改善」等成果效益型指標，難以衡量計畫之實質效益。為避免重蹈覆轍，經濟部應先確實檢討前期計畫執行成效不彰之原因，並針對新計畫訂定更嚴謹之效益評估標準，而非僅是追求技術名詞之堆砌。請經濟部於1個月內向立法院經濟委員會提出書面報告。【50】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,邱志偉,邱議瑩|賴瑞隆,,,,,,,,2026-08-22T13:30:11.160Z
15793,主決議,通過,,,"115年度經濟部預算於第3目「數位應用與資安韌性」編列1億0,828萬8千元，其經費用於「智慧政府數位化精進發展計畫─致能轉型ABC計畫─經濟治理致能轉型計畫」、「創新產業科技政策與國際合作規劃管理綱要計畫」，以及深化資安跨域聯合聯防計畫等。其中，規劃包括推動領域智慧客服服務、布建雲端平台基礎建設等，可提供資安韌性之AI基礎建設。以智慧政府為基礎上，經濟部應持續培養經濟部同仁具備AI應用與工具之基本知識，並提供完善和多樣化的AI輔助工具，廣推應用至各項業務，多加實際運用及提升行政效率，以此落實智慧政府之目標。另2025年8月底，全球有13個國家之情報與安全機構聯合揭露，中國駭客攻擊關鍵基礎設施，並由中國企業協助中國情報部門攻擊全球資安。針對資安防護，經濟部更需持續提升基礎設施之防護機制，以防範和應對駭客入侵影響國安。基此，請經濟部向立法院經濟委員會提出精進書面報告。【51】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,賴瑞隆,蔡易餘|陳亭妃,,,,,,,,2026-08-22T13:30:11.160Z
15794,主決議,通過,,,"115年度經濟部預算於第3目「數位應用與資安韌性」項下「經濟治理致能轉型計畫」編列6,071萬9千元。經查審計部113年度中央政府總決算審核報告對經濟部及所屬辦理各項智慧政府計畫提具審核意見：「經濟部及所屬辦理智慧治理計畫以提升行政效率，惟建置之補助管理平台資料庫完整性有待加強，巨量資料分析模型品質亦待提升，又推動數位智能服務多為現行既有功能精進，缺乏創新，且績效衡量指標無法覈實衡量辦理成效，允宜研謀改善。」另審計部查核結果並指陳：「經濟部建置補助計畫管理平台有助提升補助審查作業效率，惟僅收納部分補助業者計畫及其履歷資料，未盡發揮協助審查效果，又建置巨量資料分析模型作為優化施政決策品質參考，惟部分模型建置後陸續停止使用或未曾使用，現行使用模型亦存有預測誤差過大情形。」綜上，請經濟部覈實衡量辦理成效及改善情形分項條列，且以「減少公務作業」及「便利民眾」為主要改善方向，於1個月內向立法院經濟委員會提出書面報告。【53】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鄭正鈐,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
15795,主決議,通過,,,"115年度經濟部預算於第3目「數位應用與資安韌性」項下「推動數位應用計畫」中「智慧政府數位化精進發展計畫─致能轉型ABC計畫─經濟治理致能轉型計畫：為推動經濟領域智慧客服服務，建構共通性公務智慧助手，並打造AI應用共用基礎架構平台，推動本部業務場域AI化等」編列6,071萬9千元。本計畫以全國性經濟治理為目標，然對原住民族地區之數位基礎建設落差、資料納入與應用、以及在地產業與治理需求之回應，尚未見具體規劃，恐使數位治理成果集中於都會與既有產業，進一步擴大族群與區域差距；又計畫前期已出現資料庫建置不完整、部分模型預測誤差過高或未實際使用等情形，顯示整體規劃與實際需求尚有落差。為兼顧數位轉型效益與族群正義，爰有必要要求經濟部檢討前期執行成效、強化資料整合與系統實用性、建立成果導向績效指標，並納入原住民族地區之資料治理參與、在地應用場域及人才培力機制，請經濟部於3個月內向立法院經濟委員會提出書面報告。【55】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鍾佳濱,蔡易餘|邱議瑩|伍麗華,,,,,,,,2026-08-22T13:30:11.160Z
15796,主決議,通過,,,"115年度經濟部單位預算於第4目「推動投資審議智慧發展」及第7目「投資審議」合共編列5,469萬7千元，查近年來，我國投資環境面臨嚴峻挑戰，依據經濟部投資審議司統計數據，113年度僑外來臺投資金額僅78.58億美元，較112年度之112.55億美元大幅減少30.18%，且投資產業過度集中於金融保險業（占比曾逾四成），對實體經濟與技術升級之帶動效果有限。反觀國內企業為配合全球供應鏈重組及分散地緣政治風險，對外投資金額激增，113年度核准對外投資金額達449.3億美元，其中電子零組件業赴外投資即高達241.78億美元，占比逾五成，顯示關鍵產業產能外移趨勢明顯，恐引發產業空洞化疑慮，影響國內就業與經濟成長動能。此外，根據瑞士洛桑國際管理學院（IMD）2025年世界競爭力年報，我國在「外人直接投資流量」及「外人直接投資存量」項目排名分別滑落至第58及61名，長期處於劣勢項目，顯示國內投資環境相較於競爭對手國仍有諸多待優化之處。經濟部雖增加公務預算及特別預算投入投資審議業務，若僅著重於行政審查流程之數位化或系統建置，而未能根本解決缺工、缺電、土地取得困難及地緣政治風險等核心投資障礙，恐難以扭轉外資下滑及產業外移之頹勢。藉由經濟部創新策略深耕投資環境，以穩固台灣供應鏈地位。【57】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,邱志偉,邱議瑩|賴瑞隆,,,,,,,,2026-08-22T13:30:11.160Z
15797,主決議,通過,,,"115年度經濟部預算於第4目「推動投資審議智慧發展」編列2,428萬8千元，主要辦理智慧化服務與業務致能轉型（AI），以數據治理（Big Data）為基礎，建構具韌性與信賴之服務架構與雲端平台（Cloud），供民眾、產業及政府機關使用，並透過經濟產業數據支援AI發展，以AI應用平台提升投資審議效能，推動數位治理轉型。惟檢視其分支計畫用途別科目，相關預算主要用於資訊服務費及資訊軟硬體設備費，對於如何具體落實AI應用、提升審議效率及優化服務品質之實際執行機制與成效，尚欠具體說明，預期成果能否達成，仍有待檢驗。另就計畫所稱「投入AI技術開發及相關基礎建設」，其辦理方式究係由機關自行開發、委外辦理，或採購既有系統整合，相關策略與效益評估亦應明確釐清。經濟部投資審議司應審慎規劃執行模式，強化成本效益分析及績效管考機制，以避免資源重複投入或產生成效不彰之情形。【58】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,賴瑞隆,蔡易餘|陳亭妃,,,,,,,,2026-08-22T13:30:11.160Z
15798,主決議,通過,,,"115年度經濟部預算於第4目「推動投資審議智慧發展」編列2,428萬8千元，用以辦理擴大建置全球投資全程線上化計畫等工作。經查，配合美國關稅政策變革，投資審議所需經費增加，經濟部115年度除於公務預算編列辦理投資審議業務，另於因應國際情勢強化經濟社會及國土安全韌性特別預算之「協助企業開拓多元市場─深化與友盟國家經貿合作」項下編列2.9億元（114至116年度），用以因應美國關稅政策變革，強化投資案件審議等所需經費。綜上，為因應美國關稅政策影響，國內廠商赴外投資案件增加等，經濟部115年度預計投入投資審議經費，較以前年度增加。惟鑑於113年度僑外來臺投資年減逾三成，且近年製造業配合全球供應鏈重組對外投資增加，允宜妥善配置及控管審議經費，確實解決企業投資所遇困難。建議經濟部就精進各項投資審議作業相關作為，向立法院經濟委員會提出書面報告。【60】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,鄭正鈐,鄭天財Sra Kacaw|洪毓祥,,,,,,,,2026-08-22T13:30:11.160Z
15799,主決議,通過,,,"115年度經濟部預算於「基本行政工作維持」項下「一般事務費」編列6,916萬元，計畫內容是辦理一般性行政管理工作及共同性業務工作。據預算書內容，115年度經濟部預算編列直接投資民營事業「營業盈餘及事業收入─投資收益─投資股息紅利」15億9,503萬2千元，較113及114年度實際獲配數16億6,791萬9千元及15億9,934萬9千元，分別減少7,288萬7千元及431萬7千元，呈逐年減少趨勢。爰此，鑑於經濟部投資民營事業配發之股息紅利逐年減少，114年度實配數未達預算目標六成，部分轉投資事業已連續2年虧損，請加強督導改善營運績效。【61】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,呂玉玲|楊瓊瓔|鄭天財Sra Kacaw,,,,,,,,,2026-08-22T13:30:11.160Z
15800,主決議,通過,,,"115年度經濟部預算於第5目「一般行政」項下「經貿談判」編列5,281萬2千元，推動與主要貿易國經貿交流與合作，並進行雙邊經貿事務談判。惟我國早已於110年9月申請加入「跨太平洋夥伴全面進步協定（CPTPP）」，並以符合國際高標準貿易規範為由，先後解禁美國萊豬及日本福島食品，向世界展現台灣有能力解決貿易壁壘障礙，然近年台灣仍未突破國際困境，CPTPP始終無法針對台灣入會案取得共識。而面對越南作為2026年CPTPP主席輪值國，如何透過台商影響力左右越南政府之決策，行政院經貿談判辦公室應據此提出可行之方針。爰此，請經濟部向立法院經濟委員會提出書面檢討報告。【63】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,呂玉玲|鄭正鈐|鄭天財Sra Kacaw,,,,,,,,,2026-08-22T13:30:11.160Z
15801,主決議,通過,,,"115年度經濟部預算於歲出第5目「一般行政」項下「經貿談判」中「業務費」編列5,265萬2千元，有鑑於府、院、黨一方面壟斷談判訊息，又大力宣傳爭取到關鍵優惠待遇，原訂於115年2月13日臺美正式簽署「對等貿易協定（ART）」後送立法院審議，並在美國關切壓力下儘速通過，惟因美國最高法院裁定川普政府實施對等關稅措施違憲，以致該協定未能送審，但各界終能趁此空檔，真正檢視協定內容並發現不平等條款。此外，行政院經貿談判辦公室副總談判代表顏慧欣辭呈於逝世後被公開，始讓國人知悉當初為求加入CPTPP而對美日開放萊豬牛核食，卻遲未見進展的國際現實，顯見我方常為達成結果而自我退讓的地步，使各界對政府談判能力產生懷疑。爰此，請經濟部向立法院經濟委員會提出精進作為書面報告。【64】",,,,,,,,,,115,經濟部,經濟部,2026/6/18,呂玉玲|鄭正鈐|張嘉郡,,,,,,,,,2026-08-22T13:30:11.160Z
